Profile Summary
Generated on: 2023-06-04 18:16:14
Msec since Epoch: 1685895374508
Profiled application: simple_vadd
Target platform: Xilinx
Tool version: 2022.1
XRT build version: 2.13.479
Build version branch: 2022.1
Build version hash: 5e92a513c6950e79638b1a879ddb882da34fc683
Build version date: N/A
Target devices: xilinx_u280_gen3x16_xdma_base_1-0
Flow mode: System Run

OpenCL API Calls
API Name,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
clCreateBuffer,3,0.152134,0.033931,0.0507113,0.073762,
clCreateCommandQueue,1,0.01325,0.01325,0.01325,0.01325,
clCreateContext,1,68.6339,68.6339,68.6339,68.6339,
clCreateKernel,1,1.40084,1.40084,1.40084,1.40084,
clCreateProgramWithBinary,1,4917.98,4917.98,4917.98,4917.98,
clEnqueueMapBuffer,3,0.437361,0.024451,0.145787,0.371899,
clEnqueueMigrateMemObjects,2,0.02486,0.00909,0.01243,0.01577,
clEnqueueTask,1,0.087292,0.087292,0.087292,0.087292,
clEnqueueUnmapMemObject,3,0.018791,0.003791,0.00626367,0.01051,
clFinish,2,0.350157,0.118932,0.175078,0.231225,
clGetDeviceIDs,2,0.00419,0.0013,0.002095,0.00289,
clGetDeviceInfo,2,6.96656,0.0022,3.48328,6.96436,
clGetExtensionFunctionAddress,2,0.01951,0.00352,0.009755,0.01599,
clGetExtensionFunctionAddressForPlatform,2,0.00535,0.0014,0.002675,0.00395,
clGetPlatformInfo,14,0.01495,0.00087,0.00106786,0.00226,
clReleaseCommandQueue,1,0.00485,0.00485,0.00485,0.00485,
clReleaseContext,1,14.5028,14.5028,14.5028,14.5028,
clReleaseDevice,5,0.016951,0.00243,0.0033902,0.005881,
clReleaseKernel,1,6.57787,6.57787,6.57787,6.57787,
clReleaseMemObject,9,0.021131,0.00186,0.00234789,0.002821,
clReleaseProgram,1,0.00385,0.00385,0.00385,0.00385,
clRetainDevice,5,0.00953,0.00108,0.001906,0.00487,
clRetainMemObject,6,0.015679,0.00185,0.00261317,0.00371,
clSetKernelArg,4,0.023101,0.00223,0.00577525,0.010981,

Kernel Execution
Kernel,Number Of Enqueues,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
krnl_vadd,1,0.110603,0.110603,0.110603,0.110603,

Top Kernel Execution
Kernel Instance Address,Kernel,Context ID,Command Queue ID,Device,Start Time (ms),Duration (ms),Global Work Size,Local Work Size,
26971056,krnl_vadd,0,0,xilinx_u280_gen3x16_xdma_base_1-0,9286.74,0.110603,1:1:1,1:1:1,

Top Memory Writes: Host to Global Memory
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Writing Rate(MB/s),
0,0,0,9286.67,0.035891,32.768,912.987,
0,0,0,9287.07,0.034691,16.384,472.284,
16384,0,0,9287.12,0.028381,16.384,577.288,
32768,0,0,9287.15,0.00885,16.384,1851.3,

Top Memory Reads: Host to Global Memory
Buffer Address,Context ID,Command Queue ID,Start Time (ms),Duration (ms),Buffer Size (KB),Reading Rate(MB/s),
32768,0,0,9286.9,0.077762,16.384,210.694,

Data Transfer: Host to Global Memory
Context:Number of Devices,Transfer Type,Number Of Buffer Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Buffer Size (KB),Total Time (ms),Average Time (ms),
context0:1,READ,1,210.694,1.33741,16.384,0.077762,0.077762,
context0:1,WRITE,4,759.834,4.82316,20.48,0.107813,0.0269533,

Compute Unit Utilization
Device,Compute Unit,Kernel,Global Work Size,Local Work Size,Number Of Calls,Dataflow Execution,Max Overlapping Executions,Dataflow Acceleration,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),Clock Frequency (MHz),









Guidance Parameters
Parameter,Element,Value,
MEMORY_USAGE,xilinx_u280_gen3x16_xdma_base_1-0|PLRAM[3],0,
MEMORY_USAGE,xilinx_u280_gen3x16_xdma_base_1-0|PLRAM[4],0,
MEMORY_USAGE,xilinx_u280_gen3x16_xdma_base_1-0|PLRAM[5],0,
MEMORY_USAGE,xilinx_u280_gen3x16_xdma_base_1-0|HOST[0],0,
PLRAM_DEVICE,all,1,
HBM_DEVICE,all,1,
KDMA_DEVICE,all,0,
P2P_DEVICE,all,0,
KERNEL_COUNT,krnl_vadd,1,
TRACE_MEMORY,all,FIFO,
PLRAM_SIZE_BYTES,xilinx_u280_gen3x16_xdma_base_1-0,0,
TRACE_BUFFER_FULL,xilinx_u280_gen3x16_xdma_base_1-0,false
MEMORY_TYPE_BIT_WIDTH,xilinx_u280_gen3x16_xdma_base_1-0|HBM,256,
MEMORY_TYPE_BIT_WIDTH,xilinx_u280_gen3x16_xdma_base_1-0|DDR,512,
MEMORY_TYPE_BIT_WIDTH,xilinx_u280_gen3x16_xdma_base_1-0|PLRAM,512,
APPLICATION_RUN_TIME_MS,all,9344.11,
MIGRATE_MEM,host,2,
P2P_HOST_TRANSFERS,host,0,
OBJECTS_RELEASED,all,1,
CU_CONTEXT_EN,all,0,
MAX_PARALLEL_KERNEL_ENQUEUES,krnl_vadd,1,
COMMAND_QUEUE_OOO,26710688,0,
KERNEL_BUFFER_INFO,krnl_vadd|in1|HBM[0]|1,16384,
KERNEL_BUFFER_INFO,krnl_vadd|in2|HBM[0]|1,16384,
KERNEL_BUFFER_INFO,krnl_vadd|out_r|HBM[0]|1,16384,
BUFFER_RD_ACTIVE_TIME_MS,all,0.077762,
BUFFER_WR_ACTIVE_TIME_MS,all,0.107813,
BUFFER_TX_ACTIVE_TIME_MS,all,0.492842,
TOTAL_KERNEL_RUN_TIME_MS,all,0,
XRT_INI_SETTING,opencl_summary,0,Generation of OpenCL summary report (deprecated)
XRT_INI_SETTING,opencl_trace,1,Generation of trace of OpenCL APIs and memory transfers
XRT_INI_SETTING,opencl_device_counter,0,Hardware counters added to OpenCL summary file (deprecated)
XRT_INI_SETTING,device_counters,1,Hardware counters added to summary file
XRT_INI_SETTING,host_trace,0,Enable the top level of host trace
XRT_INI_SETTING,native_xrt_trace,0,Generation of Native XRT API function trace
XRT_INI_SETTING,xrt_trace,0,Generation of hardware SHIM function trace
XRT_INI_SETTING,data_transfer_trace,off,Collection of data from PL monitors and added to summary and trace (deprecated)
XRT_INI_SETTING,device_trace,fine,Collection of data from PL monitors and added to summary and trace
XRT_INI_SETTING,power_profile,0,Polling of power data during execution of application
XRT_INI_SETTING,power_profile_interval_ms,20,Interval for reading power data (in ms)
XRT_INI_SETTING,stall_trace,off,Enables hardware generation of stalls in compute units
XRT_INI_SETTING,trace_buffer_size,1M,Size of buffer to allocate for trace (memory offload only)
XRT_INI_SETTING,verbosity,4,Verbosity level
XRT_INI_SETTING,continuous_trace,0,Continuous offloading of trace from memory to host
XRT_INI_SETTING,trace_buffer_offload_interval_ms,10,Interval for reading of device data to host (in ms)
XRT_INI_SETTING,trace_file_dump_interval_s,5,Interval for dumping files to host (in s)
XRT_INI_SETTING,lop_trace,0,Generation of lower overhead OpenCL trace. Should not be used with other OpenCL options.
XRT_INI_SETTING,debug_mode,batch,Debug mode (emulation only)
XRT_INI_SETTING,aie_trace,0,Generation of AI Engine trace
XRT_INI_SETTING,aie_trace_buffer_size,8M,Size of buffer to allocate for AI Engine trace
XRT_INI_SETTING,aie_trace_metrics,functions,Configuration level used for AI Engine trace
XRT_INI_SETTING,aie_trace_periodic_offload,1,Periodic offloading of aie trace from memory to host
XRT_INI_SETTING,aie_trace_buffer_offload_interval_ms,10,Interval for reading of device aie trace data to host (in ms)
XRT_INI_SETTING,aie_trace_file_dump_interval_s,5,Interval for dumping aie trace files to host (in s)
XRT_INI_SETTING,aie_profile,0,Generation of AI Engine profiling
XRT_INI_SETTING,aie_profile_interval_us,1000,Interval for reading AI Engine profile counters (in us)
XRT_INI_SETTING,aie_profile_core_metrics,,Metric set for AI Engine core modules
XRT_INI_SETTING,aie_profile_memory_metrics,,Metric set for AI Engine memory modules
XRT_INI_SETTING,aie_profile_interface_metrics,,Metric set for AI Engine interface modules
XRT_INI_SETTING,aie_status,0,Generation of AI Engine debug/status
XRT_INI_SETTING,aie_status_interval_us,1000,Interval for reading AI Engine debug/status registers (in us)
XRT_INI_SETTING,vitis_ai_profile,0,Generation of Vitis AI summary and trace (Vitis AI designs only)
